Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD07,OUT035,784.6876
FDS02,OUT018,2987.9167
DRN59,OUT018,695.6267
DRB24,OUT013,2268.7104
FDP37,OUT027,3358.2805
DRB01,OUT018,3126.8245
FDR47,OUT046,2762.3374
NCM31,OUT010,427.276
NCF06,OUT027,6512.8926
NCV17,OUT027,3290.7122
FDS10,OUT049,2777.7388
FDN52,OUT035,1259.2445
FDZ48,OUT013,2086.7783
FDJ48,OUT049,3878.0427
DRB13,OUT027,3773.6636
FDV59,OUT017,4119.992
FDL32,OUT035,1921.8004
FDZ12,OUT035,3390.928
NCR06,OUT027,851.0757
FDP51,OUT017,2243.0522
FDY22,OUT013,726.4062
FDZ38,OUT049,3928.4185
NCO54,OUT035,760.9504
FDR23,OUT035,2670.3782
FDM38,OUT049,915.8012
FDS25,OUT013,2397.9788
FDZ22,OUT013,1265.764
FDZ20,OUT019,832.8416
FDD45,OUT010,174.3106
FDN03,OUT049,3141.263
NCW30,OUT046,3012.626
FDY24,OUT027,2130.9155
FDJ26,OUT019,316.1573
FDM15,OUT049,1301.5259
NCW54,OUT027,2441.857
FDA23,OUT045,1599.3992
FDA39,OUT019,105.1399
FDZ12,OUT017,2910.7961
NCB42,OUT046,2161.6675
FDL16,OUT046,702.542
FDO24,OUT019,556.9942
NCP42,OUT046,3231.426
FDR19,OUT018,1474.4261
DRL01,OUT045,3640.0945
FDV37,OUT046,2517.7102
FDI41,OUT010,277.5336
FDF58,OUT049,979.9487
NCF43,OUT018,1597.8417
FDN02,OUT049,3676.5356
NCP41,OUT035,1132.7106
NCY17,OUT027,1228.4641
FDL58,OUT027,5190.819
NCA30,OUT027,6956.172
FDE46,OUT018,2095.628
FDY38,OUT035,5283.8574
NCH29,OUT027,2216.8423
FDO20,OUT045,2757.5476
FDP44,OUT018,1310.2297
FDM02,OUT027,2312.964
FDJ14,OUT027,1724.4344
FDH04,OUT010,159.4362
DRK23,OUT046,5778.0747
NCW05,OUT046,2411.8896
FDF12,OUT049,2182.7715
FDL51,OUT019,437.7219
FDN03,OUT018,4763.908
DRJ37,OUT049,2855.8215
FDM12,OUT019,360.7185
FDA16,OUT045,2830.6125
NCB07,OUT017,3346.178
NCI17,OUT019,296.9711
FDR51,OUT046,2388.212
FDJ55,OUT045,5045.148
NCZ17,OUT013,590.4358
FDU25,OUT013,811.6568
NCG18,OUT045,1703.6494
DRM11,OUT017,3972.8245
FDH16,OUT035,1915.6873
FDZ04,OUT018,659.8632
NCX53,OUT035,1838.3306
FDX38,OUT027,691.6078
FDX09,OUT046,4416.7134
NCW05,OUT018,1110.7468
NCS41,OUT017,3285.7139
FDI26,OUT046,3829.285
NCZ41,OUT027,5133.207
NCK06,OUT046,2620.3867
FDX23,OUT027,2632.744
NCA42,OUT046,2572.2512
FDC20,OUT049,631.5765
DRC49,OUT018,2344.1843
FDX01,OUT013,1403.3969
FDC08,OUT045,3944.628
FDC02,OUT017,6069.603
FDK10,OUT045,2923.7139
DRC24,OUT013,3219.0015
FDW16,OUT019,173.8334
NCU06,OUT018,2904.0977
DRA59,OUT045,3085.5295
FDR24,OUT019,311.9053
DRL35,OUT018,362.1752
FDA49,OUT013,1212.3466
NCC55,OUT046,645.0666
DRD24,OUT019,307.4761
NCE55,OUT049,2489.0264
FDT33,OUT045,2884.1113
NCT53,OUT013,2194.759
FDS26,OUT046,4001.0513
FDL22,OUT018,1120.631
FDP44,OUT017,2021.8724
FDC52,OUT018,1884.3492
FDI53,OUT010,509.0314
FDZ23,OUT046,3977.3667
NCT18,OUT013,3479.4805
FDR13,OUT046,1119.2145
FDB09,OUT010,351.2333
FDZ60,OUT013,747.9344
FDB11,OUT046,4344.8027
FDC10,OUT018,1636.4459
FDW56,OUT035,3873.8987
FDK14,OUT027,2357.6257
DRE27,OUT027,2835.9292
FDA38,OUT017,3640.1787
FDT11,OUT045,3421.1436
FDP15,OUT035,5993.4014
FDV27,OUT035,1379.3837
FDS36,OUT027,2915.3333
FDY40,OUT027,1252.0239
NCF19,OUT049,699.6032
FDF53,OUT045,3432.7976
FDS14,OUT027,3790.7483
FDE56,OUT046,1368.8931
FDZ19,OUT035,2567.8809
FDZ46,OUT013,1294.1509
FDR16,OUT046,6505.7505
FDG29,OUT018,543.2048
NCE30,OUT017,2885.0105
FDZ40,OUT046,832.8355
FDG58,OUT018,2254.3845
DRH03,OUT013,1490.5446
FDZ47,OUT045,1446.0316
FDV04,OUT018,1630.2743
FDZ10,OUT018,1936.3488
FDG46,OUT017,2750.0994
NCF07,OUT045,1834.9902
FDY44,OUT035,2600.914
FDB21,OUT013,3248.1355
FDS20,OUT035,4036.2869
FDS49,OUT049,1433.8159
FDX55,OUT027,5416.892
NCQ02,OUT018,2479.1963
FDR25,OUT013,5515.061
DRG39,OUT045,1077.1792
FDB46,OUT046,3568.1873
NCC30,OUT018,2340.6328
FDE58,OUT035,2204.113
FDC05,OUT019,418.912
FDY15,OUT046,2963.9048
FDG14,OUT046,2397.9905
FDL08,OUT049,3834.74
FDQ47,OUT013,706.3633
FDN12,OUT035,1516.7592
FDW10,OUT013,2478.4482
FDD02,OUT035,1872.8062
FDX35,OUT010,555.8028
FDT35,OUT046,2565.0166
DRN47,OUT019,428.5586
FDB11,OUT010,723.5968
FDN20,OUT045,3373.8435
FDB59,OUT035,2768.3164
FDJ58,OUT045,3666.066
FDU60,OUT046,3583.5264
FDS03,OUT049,763.656
FDU40,OUT019,328.3259
DRH15,OUT049,858.9262
FDD04,OUT027,4151.8516
FDQ01,OUT046,3168.2324
FDF28,OUT035,2195.3704
FDD22,OUT010,267.7902
FDY19,OUT046,2124.943
FDN33,OUT035,1461.6504
FDV36,OUT035,2843.7986
FDW01,OUT010,265.3621
FDJ28,OUT049,3155.4102
FDB17,OUT035,3741.6265
FDM40,OUT049,1836.4222
FDV46,OUT045,1449.7631
FDQ44,OUT049,2229.8518
NCD42,OUT046,681.8192
DRH37,OUT046,2340.4226
FDR10,OUT018,1654.2286
NCD06,OUT027,1877.0184
FDI53,OUT046,1851.5717
FDG16,OUT035,4561.4766
DRB25,OUT046,1300.2617
FDY09,OUT046,2433.5881
FDX48,OUT045,3194.1104
FDC03,OUT010,387.1322
FDT47,OUT035,1849.391
FDW44,OUT027,4522.6504
FDT24,OUT017,1205.1117
FDT12,OUT019,570.8212
NCS38,OUT035,1763.2098
FDO39,OUT035,3516.4912
FDA13,OUT046,567.874
FDO48,OUT035,3950.0845
DRJ01,OUT017,1996.3969
FDD53,OUT018,230.849
NCT05,OUT049,4274.946
FDQ51,OUT045,978.142
FDU60,OUT013,3014.897
FDC59,OUT046,1106.3203
FDP36,OUT035,1353.0941
NCM19,OUT017,1842.926
FDL16,OUT035,629.6607
FDE50,OUT018,3016.9346
NCR18,OUT013,709.6352
NCD30,OUT035,1677.6089
FDH31,OUT013,1454.9282
FDD56,OUT019,785.9404
FDC47,OUT049,4122.0967
FDZ21,OUT045,2226.8171
FDM01,OUT049,1464.8867
FDF24,OUT013,1196.5139
FDW23,OUT017,616.0778
FDY52,OUT018,808.4206
DRH37,OUT027,3526.569
DRO47,OUT027,3564.7527
FDR25,OUT049,5402.4404
FDQ24,OUT027,4390.0146
DRJ51,OUT018,3646.1487
NCU06,OUT035,4275.4653
NCV18,OUT018,1528.8801
NCC06,OUT027,2360.7532
FDZ01,OUT018,680.1013
FDT14,OUT017,2657.0007
FDD11,OUT019,720.9849
FDN09,OUT017,5265.7173
NCO18,OUT010,427.5818
FDZ50,OUT045,3060.2788
FDS44,OUT013,4070.868
FDI36,OUT045,3211.3125
FDA26,OUT010,347.0432
NCY53,OUT049,1779.2018
FDF32,OUT049,3372.056
FDF59,OUT010,383.7636
FDB20,OUT046,1445.1653
DRH11,OUT035,747.4886
FDT03,OUT049,2149.2236
NCH06,OUT035,3949.0835
FDR55,OUT049,3133.7578
FDI10,OUT035,2666.7734
FDZ12,OUT045,2668.5317
FDM12,OUT049,1914.926
DRB25,OUT045,1722.2964
NCS41,OUT013,3483.5576
NCT53,OUT049,2823.5266
NCD55,OUT013,615.9058
FDY08,OUT049,1396.6436
NCP55,OUT049,736.3634
FDA33,OUT013,2378.7913
FDQ33,OUT013,3294.331
FDE45,OUT027,5624.4956
FDT26,OUT013,2393.5945
NCV53,OUT049,5428.568
FDK60,OUT027,3078.5845
NCJ29,OUT046,1400.0375
FDI15,OUT045,5908.1245
FDX21,OUT013,2483.0276
FDV49,OUT019,328.4615
DRO59,OUT046,1471.074
FDZ14,OUT045,1633.219
FDP32,OUT027,2665.1042
FDC33,OUT017,2444.4102
FDT14,OUT010,229.8638
NCN54,OUT027,2135.1682
FDR57,OUT027,4128.6885
DRK12,OUT046,414.8005
FDX52,OUT049,2817.2969
FDX08,OUT010,378.8665
FDP10,OUT010,189.6361
NCP50,OUT045,1282.5569
NCL06,OUT013,5223.3193
FDP25,OUT013,3246.3167
FDE53,OUT013,681.2238
FDL27,OUT017,1462.1217
FDC35,OUT049,2807.2368
DRJ47,OUT010,512.3668
FDD16,OUT018,983.0939
NCN42,OUT049,2434.2878
FDC38,OUT027,3366.6553
NCO07,OUT045,3555.422
FDQ20,OUT049,607.0384
FDI32,OUT046,2223.9995
FDN20,OUT010,224.2498
DRJ51,OUT027,7507.931
FDU08,OUT045,1325.0236
DRN37,OUT019,511.2534
FDD05,OUT010,397.7088
FDW15,OUT046,2791.2112
FDI52,OUT046,2195.2515
DRM11,OUT049,2941.6729
NCO06,OUT045,452.3592
FDU38,OUT049,4029.922
FDU59,OUT018,1675.7611
FDJ10,OUT046,1758.5444
FDM13,OUT049,1435.1543
NCJ30,OUT019,342.0712
FDM45,OUT018,2595.7224
FDP36,OUT045,982.6829
NCD30,OUT010,176.7317
FDN48,OUT017,2238.7021
FDY32,OUT049,2111.4727
FDU47,OUT046,2325.9656
FDF17,OUT019,742.3924
FDP34,OUT017,3000.0547
FDA47,OUT049,2597.6226
DRD27,OUT027,2826.8474
FDW38,OUT045,924.7952
FDZ15,OUT019,433.2438
FDZ03,OUT027,4505.0938
NCN19,OUT049,2670.6572
FDG02,OUT035,1993.3212
FDS31,OUT035,4252.679
FDW43,OUT019,861.3588
FDZ47,OUT010,179.5128
FDO57,OUT017,2743.1924
NCL07,OUT013,583.3732
NCV42,OUT013,1891.2612
FDP40,OUT017,1728.7635
FDP48,OUT019,1046.3715
FDH21,OUT017,2949.447
NCP02,OUT049,842.2504
FDK24,OUT049,1082.5929
FDC41,OUT045,1371.1674
FDF08,OUT017,1360.538
FDO49,OUT017,753.7274
FDS56,OUT027,7994.979
FDX46,OUT018,863.9623
FDQ07,OUT013,4108.5806
FDC32,OUT010,205.0076
FDT21,OUT019,515.5761
FDG58,OUT045,2545.5017
FDW14,OUT049,1303.65
DRA12,OUT027,4115.37
FDV27,OUT013,855.1766
DRD25,OUT013,2105.094
DRF48,OUT027,3758.846
FDX24,OUT017,1142.4667
DRJ51,OUT046,3321.9534
FDE45,OUT045,4477.0083
FDE14,OUT046,2257.1653
FDG53,OUT045,2132.312
FDT08,OUT046,2469.8586
DRC27,OUT027,3933.2751
FDG20,OUT035,2118.6611
FDC21,OUT046,1873.8306
FDV31,OUT018,2824.7961
FDB58,OUT045,2564.0251
FDV23,OUT046,1745.7344
FDA25,OUT019,210.3692
FDC15,OUT046,2673.5056
FDU47,OUT049,1907.222
FDE23,OUT013,710.9795
FDS08,OUT013,2071.8965
FDW03,OUT027,2682.0273
FDJ60,OUT018,2193.7107
FDM34,OUT017,2016.384
FDW33,OUT013,1588.7076
FDZ40,OUT013,882.0978
FDE33,OUT018,934.0877
NCC06,OUT010,359.6006
FDU11,OUT046,1658.6545
FDL44,OUT017,2871.501
NCZ29,OUT017,2377.0696
FDG28,OUT010,694.0188
FDL12,OUT018,783.7918
FDD52,OUT017,1129.8971
FDO15,OUT013,1050.7753
NCN29,OUT027,1162.7814
FDW36,OUT013,1003.1403
FDB21,OUT046,2687.2422
FDZ28,OUT013,1479.2074
FDY10,OUT035,2442.1646
DRG39,OUT017,902.6682
FDN28,OUT013,1196.8938
FDV15,OUT035,2286.6401
DRI13,OUT035,3968.2217
FDH20,OUT046,2222.2444
FDY51,OUT013,4052.1455
FDE16,OUT013,3263.3777
FDX40,OUT018,449.0046
FDC48,OUT018,997.1434
FDS14,OUT046,2328.2812
FDX56,OUT017,4216.6504
FDI10,OUT046,2751.6013
FDI14,OUT013,2659.9597
DRM48,OUT013,569.1106
NCH07,OUT027,4190.4126
FDY26,OUT013,4642.468
FDD02,OUT027,2181.617
FDM12,OUT046,1151.9648
DRF01,OUT010,364.3536
FDV36,OUT046,2969.273
DRI59,OUT013,3970.6785
FDV03,OUT018,1982.5458
FDO39,OUT017,3210.5796
NCB07,OUT018,2986.2612
FDH38,OUT027,2719.5688
FDZ13,OUT035,788.3079
NCZ30,OUT046,2154.8372
NCA06,OUT035,624.0368
FDB04,OUT049,1317.7164
FDN50,OUT013,1257.4849
NCG06,OUT049,3741.7563
NCY17,OUT018,534.3548
FDC23,OUT046,2952.9226
FDK33,OUT049,3344.94
FDR03,OUT049,3608.7507
FDZ07,OUT045,1268.2914
FDO38,OUT013,988.9554
FDS59,OUT046,1979.1215
DRM11,OUT019,444.7974
FDX52,OUT027,3263.8015
DRJ35,OUT018,615.1632
NCP53,OUT046,4628.536
FDW15,OUT019,340.5509
DRI47,OUT045,2954.2065
DRZ11,OUT035,1882.294
FDS02,OUT013,2732.1907
DRD49,OUT018,3746.266
FDW38,OUT049,1114.2029
FDR21,OUT019,338.1133
FDE40,OUT013,1255.1833
FDI02,OUT045,2131.296
FDQ04,OUT045,966.5757
FDY14,OUT017,5403.121
NCT54,OUT046,1124.897
DRD25,OUT017,2395.2786
DRE01,OUT045,5036.6123
FDJ12,OUT010,548.4822
NCZ05,OUT049,1241.2394
DRB25,OUT019,238.2785
NCC31,OUT045,2957.1025
FDM16,OUT045,1572.2273
DRG11,OUT049,1684.781
FDV24,OUT027,3878.6863
FDV43,OUT046,593.3698
FDG05,OUT018,2211.5356
FDV23,OUT010,194.5226
FDI58,OUT018,1294.4708
FDQ11,OUT017,4235.6084
FDC05,OUT027,6504.5767
FDF40,OUT013,3303.2795
FDU02,OUT018,3245.29
FDT32,OUT013,3130.3726
NCF06,OUT017,4352.241
FDT46,OUT013,613.7945
FDR58,OUT010,159.6344
FDY04,OUT046,1819.607
FDT58,OUT045,2644.4917
FDE46,OUT049,2069.3086
DRH11,OUT017,521.0354
DRI51,OUT046,2698.334
FDC35,OUT017,2582.9626
FDP45,OUT035,3031.1973
FDC45,OUT017,3261.0784
FDU01,OUT045,3464.7024
FDJ53,OUT010,275.8844
FDJ46,OUT017,2862.437
FDX07,OUT013,3367.2024
NCI30,OUT049,2736.7524
FDE47,OUT027,4470.216
FDV48,OUT045,1408.15
FDN16,OUT019,245.697
FDM52,OUT013,2819.568
FDA32,OUT027,5383.732
FDH05,OUT017,4524.141
FDW25,OUT010,186.4013
FDQ09,OUT046,1360.1879
NCM17,OUT010,73.6238
DRM59,OUT046,2192.342
FDV47,OUT027,1655.1351
DRE15,OUT035,1130.9595
FDS25,OUT010,109.8239
NCZ05,OUT018,1500.7427
NCV05,OUT019,335.8992
DRM37,OUT046,4466.4355
FDV58,OUT027,4858.632
FDN22,OUT027,11285.448
NCO06,OUT049,359.0732
FDT56,OUT019,280.9883
FDM02,OUT013,1236.7881
FDA09,OUT046,2508.5195
NCC06,OUT035,2810.9045
NCL54,OUT049,2653.881
NCB55,OUT017,678.0833
FDB12,OUT017,2045.652
NCA54,OUT049,2864.977
NCS38,OUT049,2317.1455
FDC02,OUT049,5742.7627
FDK44,OUT019,312.3126
FDE16,OUT035,4285.464
NCS05,OUT035,2448.5557
FDZ59,OUT045,4187.628
FDI20,OUT017,5257.928
FDQ14,OUT046,2796.2473
FDF53,OUT017,3850.381
FDW25,OUT017,1317.0659
NCQ43,OUT010,235.9228
FDX52,OUT013,2753.1965
FDE28,OUT045,3804.992
FDN15,OUT017,2012.1989
FDO28,OUT017,1532.1984
FDQ33,OUT045,3887.576
FDM22,OUT010,129.8531
FDJ03,OUT017,790.9963
FDI16,OUT045,1023.1232
FDI09,OUT027,7121.468
FDX55,OUT013,3828.43
FDS23,OUT027,3260.8745
DRC12,OUT045,2336.2852
FDH41,OUT049,3376.5251
FDN01,OUT013,2222.1904
FDV55,OUT045,2862.331
NCJ19,OUT013,699.0815
NCY29,OUT010,175.7669
FDP03,OUT018,2450.8855
FDZ52,OUT045,1182.096
FDH31,OUT010,204.766
FDQ19,OUT018,2779.7522
FDS15,OUT035,2580.2937
FDN32,OUT017,3346.4326
FDH32,OUT049,2025.1246
FDF33,OUT017,2276.0554
FDJ22,OUT046,3411.8645
FDG56,OUT010,103.6704
FDC05,OUT046,3343.5442
FDK09,OUT013,3167.3376
NCV29,OUT045,2474.104
NCC43,OUT019,496.0522
NCA42,OUT049,2802.086
FDC10,OUT046,1202.2379
FDC16,OUT013,1261.9799
NCL17,OUT013,3042.4268
FDA51,OUT035,1714.2874
FDW01,OUT017,1910.866
NCF30,OUT045,1990.8778
FDN49,OUT013,637.0144
FDY20,OUT045,1357.518
FDC15,OUT045,1786.1854
FDY24,OUT046,1132.5948
NCG43,OUT017,1294.405
FDA48,OUT013,3345.9648
NCF55,OUT017,771.8509
FDL38,OUT049,1680.3638
NCQ29,OUT018,2551.8982
FDC34,OUT017,3460.651
FDP36,OUT027,727.4919
FDN50,OUT010,166.8612
FDO23,OUT049,1471.8025
FDT56,OUT013,521.1656
FDT13,OUT027,4620.0845
FDZ03,OUT013,3343.7566
FDQ03,OUT010,714.8195
FDU44,OUT045,3051.576
FDD03,OUT049,3680.9292
NCH30,OUT013,1333.8833
FDS60,OUT010,244.7092
FDG08,OUT046,3571.2107
FDX38,OUT017,794.88
FDD22,OUT017,2469.6592
FDW51,OUT013,2928.6497
FDL09,OUT017,2009.4862
FDZ60,OUT045,984.9955
NCH07,OUT046,3277.0493
NCQ41,OUT049,3764.5168
FDW04,OUT049,1821.1412
FDI08,OUT027,4588.139
FDR19,OUT019,391.5554
FDV13,OUT046,1239.235
FDB52,OUT017,2180.1597
FDZ48,OUT027,3572.1875
NCO14,OUT049,763.8477
FDZ50,OUT013,4166.8794
FDN27,OUT019,262.0673
FDQ60,OUT013,2030.8422
FDR49,OUT017,601.7108
DRJ35,OUT027,1934.3844
DRI49,OUT017,1624.2576
FDB47,OUT017,2985.9277
FDP37,OUT010,313.5902
FDR26,OUT049,1786.5094
FDY31,OUT019,497.473
FDC11,OUT045,1462.1052
DRP47,OUT035,4987.3984
NCY54,OUT018,1955.387
FDR27,OUT046,2431.411
FDQ21,OUT019,259.3606
NCQ29,OUT035,3500.5312
FDJ02,OUT046,2550.2192
FDE21,OUT018,1543.8817
FDM39,OUT046,3243.9424
FDZ01,OUT017,2189.6929
NCB19,OUT018,1636.8309
FDU03,OUT046,3444.7505
FDP27,OUT049,2775.8225
DRF01,OUT045,2534.974
FDM03,OUT049,1426.3903
FDV01,OUT046,2996.327
FDS16,OUT046,3139.8945
FDO45,OUT035,1667.4861
NCX06,OUT035,3425.1655
FDP13,OUT046,740.8007
NCR38,OUT018,4662.736
FDA01,OUT013,750.9228
FDT26,OUT017,1534.5718
FDD44,OUT027,7484.643
FDB26,OUT013,767.069
FDP45,OUT019,343.4855
NCP55,OUT046,930.6929
FDT23,OUT017,1541.9832
FDO51,OUT045,809.265
FDA44,OUT046,831.7602
NCJ31,OUT018,3541.6729
FDX37,OUT045,1762.1805
NCD18,OUT049,3123.178
FDN40,OUT027,3151.1936
FDL33,OUT017,2753.1099
DRF48,OUT035,3596.9023
FDW08,OUT035,1617.1976
FDX39,OUT018,3088.1665
FDB38,OUT049,2821.9622
FDY46,OUT018,3187.4602
NCB06,OUT049,2383.0479
FDA34,OUT035,3043.5376
FDA35,OUT045,2846.6992
FDQ07,OUT035,3997.5168
FDU32,OUT045,2002.1191
FDU26,OUT013,1590.067
FDU13,OUT010,608.9556
FDO09,OUT035,4766.436
FDW03,OUT019,164.2947
FDB38,OUT013,2623.7224
FDL26,OUT010,191.1156
NCN43,OUT045,1937.674
FDH08,OUT045,4463.3955
NCC31,OUT019,442.5814
FDH14,OUT035,2852.2468
FDL40,OUT017,1577.8367
FDD20,OUT035,2387.6777
NCV53,OUT035,5903.429
FDD16,OUT045,1151.5314
FDP24,OUT035,1882.054
FDQ25,OUT045,2365.4158
FDM38,OUT035,1155.6086
NCT18,OUT010,241.6628
FDM34,OUT049,1914.2856
DRH37,OUT010,208.7549
NCE07,OUT013,2194.5454
FDG12,OUT013,1564.5824
FDB59,OUT010,818.4088
FDS10,OUT018,2485.0774
FDN21,OUT010,283.2082
FDM02,OUT045,1335.702
FDO44,OUT049,2245.3162
NCN17,OUT017,1640.1017
FDH16,OUT018,1390.945
FDL44,OUT046,2979.077
FDY47,OUT017,1463.4398
DRI39,OUT046,1023.2844
NCX54,OUT018,1575.3407
FDE59,OUT046,620.735
FDO46,OUT045,3368.536
DRE13,OUT046,1269.2524
FDW14,OUT013,1371.6783
FDF35,OUT046,1192.7155
FDO50,OUT019,342.4142
DRF49,OUT017,1757.8544
FDT60,OUT049,2320.7744
FDP38,OUT045,556.1082
FDA31,OUT027,4680.1665
FDY52,OUT010,70.7168
FDD03,OUT027,7865.674
FDN52,OUT018,1203.4402
FDU20,OUT010,206.412
FDD22,OUT035,1977.7712
NCB55,OUT019,201.481
FDN27,OUT045,1639.3861
FDD16,OUT013,1687.4098
FDW48,OUT046,804.9222
DRN35,OUT045,497.218
FDX25,OUT049,3883.1067
DRD49,OUT049,2920.2458
FDE21,OUT019,285.5464
FDN44,OUT035,3099.0996
DRC01,OUT049,713.4904
NCK30,OUT046,4346.509
FDU39,OUT013,845.7538
FDB49,OUT013,1322.5726
FDS12,OUT045,3600.298
FDR57,OUT018,2502.5752
FDX22,OUT027,7893.988
FDC60,OUT013,1545.8676
NCE42,OUT049,2468.4724
NCK42,OUT049,3089.83
DRE01,OUT017,4412.3813
FDE57,OUT018,1607.9305
DRK59,OUT019,481.3309
FDB10,OUT027,3907.9429
FDQ25,OUT046,1806.189
FDY26,OUT017,5143.7046
FDG28,OUT049,3054.6824
FDM14,OUT049,1354.9735
NCH29,OUT049,1817.788
FDD48,OUT049,2895.472
FDC17,OUT045,4599.829
DRH49,OUT027,2283.1284
FDN44,OUT018,2553.692
FDC29,OUT045,2267.396
DRK01,OUT019,311.7432
FDD48,OUT017,2348.678
FDB59,OUT013,2742.1814
FDY45,OUT010,530.2967
FDX60,OUT035,1341.0836
FDT09,OUT010,192.5816
DRB24,OUT018,2457.153
FDL13,OUT035,4104.9194
FDN16,OUT035,1920.7366
FDK57,OUT013,2294.318
FDO22,OUT027,1985.6923
FDC57,OUT010,421.8822
FDZ13,OUT027,1586.3254
FDW27,OUT013,2602.1736
FDX10,OUT049,473.3038
FDY08,OUT018,1353.0748
FDA49,OUT017,1322.0104
FDC32,OUT018,1415.334
FDO04,OUT035,1024.9413
NCZ54,OUT013,2782.2751
FDY40,OUT045,614.8034
FDW36,OUT045,964.1393
FDE11,OUT017,3576.1792
DRE37,OUT045,3293.311
NCK19,OUT017,3788.4883
FDT19,OUT035,2723.1106
FDE56,OUT045,1134.7952
FDZ57,OUT010,240.1088
FDB35,OUT035,1922.9182
FDF09,OUT010,70.6074
FDO34,OUT046,4223.9863
FDA55,OUT046,4853.293
NCM18,OUT035,1957.7122
FDJ20,OUT019,268.556
DRQ35,OUT019,342.7346
FDG02,OUT013,2984.1443
NCU29,OUT018,2381.0938
FDL27,OUT027,1352.4009
NCA54,OUT035,3063.4165
FDJ32,OUT035,694.7253
FDB21,OUT019,564.2262
FDR46,OUT035,2849.8538
FDZ32,OUT046,1477.576
DRF36,OUT017,4195.642
NCU54,OUT017,3844.2437
NCI31,OUT017,833.658
DRA59,OUT035,2479.0752
NCC55,OUT045,1054.1074
FDE44,OUT018,403.8298
NCN26,OUT018,1599.7919
FDC11,OUT049,1367.69
FDV24,OUT035,1220.6182
FDR40,OUT019,283.1339
NCQ17,OUT049,2704.1304
FDC46,OUT045,3322.2783
NCM18,OUT046,1734.7578
FDK16,OUT046,994.3571
FDI28,OUT017,1105.5426
FDS11,OUT018,2779.6797
DRD13,OUT046,1088.6519
FDL36,OUT035,1755.9517
FDI27,OUT013,712.294
FDJ53,OUT019,170.4531
FDS44,OUT045,4614.282
FDE28,OUT046,3624.2131
FDQ33,OUT018,2936.0503
FDB37,OUT017,5356.2944
FDQ31,OUT045,1414.2429
NCQ05,OUT046,2711.8662
FDE10,OUT013,1961.1718
FDF38,OUT017,591.628
FDE50,OUT019,536.131
DRG37,OUT010,459.9932
NCH06,OUT049,3386.3335
FDY14,OUT045,5429.4517
FDO27,OUT017,1157.3301
FDQ19,OUT049,3046.0435
FDZ26,OUT019,619.8976
FDN51,OUT013,4809.237
FDK20,OUT035,2338.9104
FDD40,OUT018,2604.5269
DRI25,OUT018,1118.3335
FDH56,OUT017,1644.975
FDI36,OUT027,5663.1885
DRH11,OUT018,493.3934
NCV18,OUT017,2548.0713
DRI01,OUT049,2781.4092
DRE48,OUT049,2449.67
FDS51,OUT035,893.836
FDM38,OUT017,953.48
FDB60,OUT027,3390.734
FDY58,OUT035,5262.6143
FDY22,OUT045,1580.7384
FDF11,OUT027,4687.644
FDZ51,OUT035,1271.0726
FDQ45,OUT017,3059.8467
FDF17,OUT035,2850.1726
NCF31,OUT027,3348.7976
FDA37,OUT013,2314.8743
FDO51,OUT046,654.6107
FDF34,OUT013,2048.1973
FDD57,OUT018,1457.9529
FDO37,OUT046,5570.774
FDR49,OUT049,817.0554
FDS39,OUT049,1676.228
FDI48,OUT027,1231.2592
DRM35,OUT049,3645.0396
FDV57,OUT035,2792.6587
FDZ55,OUT013,2236.5066
FDI28,OUT035,1282.5846
FDS21,OUT045,723.1402
FDT34,OUT013,1273.9548
DRI25,OUT035,921.2325
FDT47,OUT010,136.5847
DRH39,OUT045,1497.8009
NCD54,OUT045,2438.121
FDU16,OUT027,1614.8092
NCW29,OUT045,1537.7233
FDV25,OUT027,5774.4116
FDM56,OUT035,1270.7158
FDZ04,OUT027,2854.2935
FDG59,OUT019,75.186
FDI56,OUT045,1644.4458
FDS33,OUT035,2046.6945
FDC23,OUT049,2548.317
FDT11,OUT049,2735.4126
FDG17,OUT045,4826.6455
FDZ44,OUT045,1315.2213
FDJ52,OUT013,2205.238
DRI23,OUT046,2895.5583
DRE15,OUT010,151.551
NCF07,OUT013,1357.0245
NCR29,OUT049,715.209
FDE44,OUT019,105.8392
FDT23,OUT035,1808.2692
NCG06,OUT017,3530.381
NCU41,OUT010,616.0944
FDH46,OUT017,1503.9504
FDV31,OUT013,2496.424
NCT41,OUT027,7740.0103
FDE22,OUT027,3714.834
FDC26,OUT045,1579.9692
DRF51,OUT017,750.8387
NCY53,OUT019,197.4127
FDY21,OUT017,4161.3325
FDL27,OUT013,867.2175
FDZ34,OUT049,3256.114
NCF43,OUT010,289.4412
FDC21,OUT035,1796.5732
FDL26,OUT013,2881.6436
FDT25,OUT010,207.2327
NCR30,OUT046,1475.9557
DRL23,OUT019,223.6095
NCR05,OUT049,2340.9836
NCE19,OUT018,826.328
FDY07,OUT035,795.2168
FDB10,OUT017,3891.1028
FDP57,OUT013,1560.5519
FDU48,OUT019,419.9392
FDH48,OUT035,1290.0842
FDO33,OUT035,2239.968
NCU29,OUT045,2301.6846
FDW35,OUT046,1312.8884
FDH05,OUT010,487.2878
FDP26,OUT049,1869.9146
DRG27,OUT035,712.2254
FDQ33,OUT046,3840.285
FDH20,OUT010,229.0048
FDV14,OUT046,1021.613
DRD01,OUT046,943.7951
NCI17,OUT049,1205.2131
FDF39,OUT010,817.546
